Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
45127	1.197604790	0.08	1.197604790	1.197604790	48	Dordives-45	Dordives	48.147384869	2.774368132	50	2	4	3340	réponses par habitant
45126	0.2	0.02	0.2	0.359841670	49	Donnery-45	Donnery	47.914044710	2.103768214	50	1	1	2779	réponses par habitant
45123	1.068376068	0.04	1.068376068	1.068376068	48	Darvoy-45	Darvoy	47.852467248	2.089686046	50	2	2	1872	réponses par habitant
45122	0.2	0.02	0.2	0.671140940	49	Dampierre-en-Burly-45	Dampierre-en-Burly	47.76127445	2.543038043	50	1	1	1490	réponses par habitant
45119	0.821692687	0.04	0.821692687	0.821692687	48	Dadonville-45	Dadonville	48.152588016	2.269419146	50	2	2	2434	réponses par habitant
45111	0.2	0.02	0.2	2.293577982	49	Courcy-aux-Loges-45	Courcy-aux-Loges	48.054683224	2.217287395	50	1	1	436	réponses par habitant
45108	0.2	0.02	0.2	0.411522634	49	Coullons-45	Coullons	47.617979147	2.506151299	50	1	1	2430	réponses par habitant
45100	3.968253968	0.04	3.968253968	3.968253968	48	Combleux-45	Combleux	47.900026948	1.986621352	50	2	2	504	réponses par habitant
45098	0.869061414	0.06	0.869061414	0.869061414	47	Cléry-Saint-André-45	Cléry-Saint-André	47.814748473	1.768335037	50	3	3	3452	réponses par habitant
45093	0.2	0.02	0.2	0.372023810	49	Chevilly-45	Chevilly	48.030009902	1.893534214	50	1	1	2688	réponses par habitant
45089	0.804875244	0.080487524	0.804875244	0.804875244	43	Chécy-45	Chécy	47.902453591	2.022940710	86.97	7	7	8697	réponses par habitant
45085	1.580611170	0.06	1.580611170	1.580611170	48	Châtillon-Coligny-45	Châtillon-Coligny	47.823339088	2.875037366	50	2	3	1898	réponses par habitant
45083	0.2	0.02	0.2	0.449034576	49	Château-Renard-45	Château-Renard	47.926637913	2.922091917	50	1	1	2227	réponses par habitant
45082	1.485700136	0.148570014	1.485700136	1.485700136	38	Châteauneuf-sur-Loire-45	Châteauneuf-sur-Loire	47.885147210	2.231953719	80.77	12	12	8077	réponses par habitant
45075	6.651667808	0.665166781	6.651667808	6.651667808	0	La Chapelle-Saint-Mesmin-45	La Chapelle-Saint-Mesmin	47.888706336	1.828471848	102.23	67	68	10223	réponses par habitant
45072	2.074688797	0.06	2.074688797	2.074688797	47	Chanteau-45	Chanteau	47.976179758	1.964636629	50	3	3	1446	réponses par habitant
45069	0.2	0.02	0.2	1.064962726	49	Chambon-la-Forêt-45	Chambon-la-Forêt	48.049036874	2.283481909	50	1	1	939	réponses par habitant
45068	2.039855641	0.203985564	2.039855641	2.039855641	31	Châlette-sur-Loing-45	Châlette-sur-Loing	48.018812160	2.735788523	127.46	19	26	12746	réponses par habitant
45067	0.548095369	0.04	0.548095369	0.548095369	48	Chaingy-45	Chaingy	47.891479499	1.773581135	50	2	2	3649	réponses par habitant
45062	1.388888889	0.04	1.388888889	1.388888889	48	Cercottes-45	Cercottes	47.987109121	1.897101261	50	2	2	1440	réponses par habitant
45061	0.845308538	0.04	0.845308538	0.845308538	49	Cepoy-45	Cepoy	48.050886357	2.740104169	50	1	2	2366	réponses par habitant
45053	0.371471025	0.037147103	0.371471025	0.371471025	48	Briare-45	Briare	47.645000815	2.745192587	53.84	2	2	5384	réponses par habitant
45050	0.2	0.02	0.2	0.735835173	49	Boynes-45	Boynes	48.117110133	2.360405184	50	1	1	1359	réponses par habitant
45046	2.111932418	0.04	2.111932418	2.111932418	48	Boulay-les-Barres-45	Boulay-les-Barres	47.974937082	1.776902080	50	2	2	947	réponses par habitant
45043	0.2	0.02	0.2	1.068376068	49	Bou-45	Bou	47.870466452	2.047297347	50	1	1	936	réponses par habitant
45040	0.2	0.02	0.2	0.501504514	49	Bonny-sur-Loire-45	Bonny-sur-Loire	47.577309157	2.839163179	50	1	1	1994	réponses par habitant
45039	0.2	0.02	0.2	1.396648045	49	Bonnée-45	Bonnée	47.794266000	2.393247293	50	1	1	716	réponses par habitant
45034	0.926784059	0.04	0.926784059	0.926784059	48	Boigny-sur-Bionne-45	Boigny-sur-Bionne	47.931797330	2.018955689	50	2	2	2158	réponses par habitant
45030	0.2	0.02	0.2	0.498256104	49	Beaune-la-Rolande-45	Beaune-la-Rolande	48.074554342	2.429787963	50	1	1	2007	réponses par habitant
45028	0.947738966	0.094773897	0.947738966	0.947738966	44	Beaugency-45	Beaugency	47.778149431	1.639468189	73.86	6	7	7386	réponses par habitant
45025	0.2	0.02	0.2	0.651465798	49	Bazoches-les-Gallerandes-45	Bazoches-les-Gallerandes	48.162235103	2.052001653	50	1	1	1535	réponses par habitant
45008	0.2	0.02	0.2	0.537923615	50	Artenay-45	Artenay	48.076236639	1.880001718	50	0	1	1859	réponses par habitant
45004	1.575547503	0.157554750	1.575547503	1.575547503	31	Amilly-45	Amilly	47.986711688	2.782175193	126.94	19	20	12694	réponses par habitant
44221	0.2	0.02	0.2	0.642673522	49	La Chevallerais-44	La Chevallerais	47.477183891	-1.664932247	50	1	1	1556	réponses par habitant
44220	0.2	0.02	0.2	0.606796117	50	Vue-44	Vue	47.194197460	-1.900876897	50	0	1	1648	réponses par habitant
44217	0.844166807	0.084416681	0.844166807	0.844166807	46	Vigneux-de-Bretagne-44	Vigneux-de-Bretagne	47.319623187	-1.720429442	59.23	4	5	5923	réponses par habitant
44215	2.968491582	0.296849158	2.968491582	2.968491582	0	Vertou-44	Vertou	47.160373263	-1.470522917	235.81	66	70	23581	réponses par habitant
44214	0.970873786	0.04	0.970873786	0.970873786	48	Vay-44	Vay	47.545343181	-1.708104081	50	2	2	2060	réponses par habitant
44213	0.397877984	0.039787798	0.397877984	0.397877984	47	Loireauxence-44	Loireauxence	47.402313334	-1.024327441	75.4	3	3	7540	réponses par habitant
44212	1.116944041	0.111694404	1.116944041	1.116944041	43	Vallet-44	Vallet	47.171515331	-1.261465661	89.53	7	10	8953	réponses par habitant
44211	1.776988005	0.16	1.776988005	1.776988005	42	La Turballe-44	La Turballe	47.350747410	-2.488534398	50	8	8	4502	réponses par habitant
44210	0.635243298	0.063524330	0.635243298	0.635243298	47	Trignac-44	Trignac	47.312532842	-2.207000456	78.71	3	5	7871	réponses par habitant
44209	2.450434395	0.245043440	2.450434395	2.450434395	34	Treillières-44	Treillières	47.317821837	-1.625773020	89.78	16	22	8978	réponses par habitant
44204	7.261198609	0.726119861	7.261198609	7.261198609	0	Thouaré-sur-Loire-44	Thouaré-sur-Loire	47.276325687	-1.431621982	97.78	69	71	9778	réponses par habitant
44203	1.037344398	0.04	1.037344398	1.037344398	48	Le Temple-de-Bretagne-44	Le Temple-de-Bretagne	47.328438602	-1.790413861	50	2	2	1928	réponses par habitant
44201	8	1.049152055	8	10.491520552	0	Sucé-sur-Erdre-44	Sucé-sur-Erdre	47.353654740	-1.519456897	69.58	69	73	6958	réponses par habitant
44199	1	0.04	1	1	49	Soudan-44	Soudan	47.725570593	-1.290523934	50	1	2	2000	réponses par habitant
44198	2.069133398	0.206913340	2.069133398	2.069133398	33	Les Sorinières-44	Les Sorinières	47.141464715	-1.520222471	82.16	17	17	8216	réponses par habitant
44197	0.2	0.02	0.2	0.625782228	50	Sion-les-Mines-44	Sion-les-Mines	47.729188684	-1.581099542	50	0	1	1598	réponses par habitant
44196	0.2	0.02	0.2	0.614250614	49	Sévérac-44	Sévérac	47.554402668	-2.066556186	50	1	1	1628	réponses par habitant
44195	2.012310606	0.201231061	2.012310606	2.012310606	36	Savenay-44	Savenay	47.357064785	-1.918421191	84.48	14	17	8448	réponses par habitant
44194	7.327858497	0.732785850	7.327858497	7.327858497	3	Sautron-44	Sautron	47.273226935	-1.680472659	79.15	47	58	7915	réponses par habitant
44190	7.182197082	0.718219708	7.182197082	7.182197082	0	Saint-Sébastien-sur-Loire-44	Saint-Sébastien-sur-Loire	47.203102479	-1.499204274	268.72	186	193	26872	réponses par habitant
44188	0.225963168	0.022596317	0.225963168	0.225963168	48	Saint-Philbert-de-Grand-Lieu-44	Saint-Philbert-de-Grand-Lieu	47.060291254	-1.657113613	88.51	2	2	8851	réponses par habitant
44187	0.439270810	0.04	0.439270810	0.439270810	48	Saint-Père-en-Retz-44	Saint-Père-en-Retz	47.225381366	-2.066047109	50	2	2	4553	réponses par habitant
44186	1.802072383	0.180207238	1.802072383	1.802072383	40	Sainte-Pazanne-44	Sainte-Pazanne	47.083993875	-1.818144627	66.59	10	12	6659	réponses par habitant
44184	6.153272422	0.615327242	6.153272422	6.153272422	0	Saint-Nazaire-44	Saint-Nazaire	47.280285703	-2.253799272	697.19	412	429	69719	réponses par habitant
44183	2.734375	0.14	2.734375	2.734375	44	Saint-Molf-44	Saint-Molf	47.388222380	-2.414889133	50	6	7	2560	réponses par habitant
44182	1.038853106	0.1	1.038853106	1.038853106	45	Saint-Michel-Chef-Chef-44	Saint-Michel-Chef-Chef	47.175562977	-2.127310932	50	5	5	4813	réponses par habitant
44179	0.626697305	0.06	0.626697305	0.626697305	48	Saint-Mars-du-Désert-44	Saint-Mars-du-Désert	47.357199355	-1.445303374	50	2	3	4787	réponses par habitant
44178	0.2	0.02	0.2	0.380228137	50	Saint-Mars-de-Coutais-44	Saint-Mars-de-Coutais	47.079852084	-1.752089483	50	0	1	2630	réponses par habitant
44176	0.2	0.02	0.2	0.314960630	49	Saint-Malo-de-Guersac-44	Saint-Malo-de-Guersac	47.356198516	-2.172036545	50	1	1	3175	réponses par habitant
44175	0.425622473	0.04	0.425622473	0.425622473	48	Saint-Lyphard-44	Saint-Lyphard	47.378164877	-2.335242067	50	2	2	4699	réponses par habitant
44172	6.558667279	0.655866728	6.558667279	6.558667279	0	Sainte-Luce-sur-Loire-44	Sainte-Luce-sur-Loire	47.253623133	-1.472898715	152.47	93	100	15247	réponses par habitant
44171	4.504504505	0.16	4.504504505	4.504504505	43	Saint-Léger-les-Vignes-44	Saint-Léger-les-Vignes	47.142969440	-1.714036440	50	7	8	1776	réponses par habitant
44169	0.871080139	0.087108014	0.871080139	0.871080139	46	Saint-Julien-de-Concelles-44	Saint-Julien-de-Concelles	47.246301757	-1.406395718	68.88	4	6	6888	réponses par habitant
44166	1.405481377	0.140548138	1.405481377	1.405481377	44	Saint-Jean-de-Boiseau-44	Saint-Jean-de-Boiseau	47.194091848	-1.719637183	56.92	6	8	5692	réponses par habitant
44165	2.204585538	0.1	2.204585538	2.204585538	45	Saint-Hilaire-de-Clisson-44	Saint-Hilaire-de-Clisson	47.059582646	-1.316573233	50	5	5	2268	réponses par habitant
44164	1.324503311	0.06	1.324503311	1.324503311	47	Saint-Hilaire-de-Chaléons-44	Saint-Hilaire-de-Chaléons	47.095894885	-1.879836380	50	3	3	2265	réponses par habitant
44163	0.432525952	0.04	0.432525952	0.432525952	48	Vair-sur-Loire-44	Vair-sur-Loire	47.406380121	-1.115381349	50	2	2	4624	réponses par habitant
44162	3.669291677	0.366929168	3.669291677	3.669291677	0	Saint-Herblain-44	Saint-Herblain	47.224376241	-1.634348187	466.03	160	171	46603	réponses par habitant
44161	0.2	0.02	0.2	0.264830508	49	Saint-Gildas-des-Bois-44	Saint-Gildas-des-Bois	47.509037508	-2.059854026	50	1	1	3776	réponses par habitant
44158	8	1.179516686	8	11.795166858	0	Saint-Étienne-de-Montluc-44	Saint-Étienne-de-Montluc	47.265112989	-1.784268797	69.52	69	82	6952	réponses par habitant
44154	1.379010016	0.137901002	1.379010016	1.379010016	31	Saint-Brevin-les-Pins-44	Saint-Brevin-les-Pins	47.238005775	-2.151665001	137.78	19	19	13778	réponses par habitant
44153	0.2	0.02	0.2	0.562746201	50	Saint-Aubin-des-Châteaux-44	Saint-Aubin-des-Châteaux	47.705644073	-1.478729605	50	0	1	1777	réponses par habitant
44151	1.101494886	0.110149489	1.101494886	1.101494886	44	Saint-André-des-Eaux-44	Saint-André-des-Eaux	47.323437609	-2.312690606	63.55	6	7	6355	réponses par habitant
44150	0.766871166	0.06	0.766871166	0.766871166	47	Saint-Aignan-Grandlieu-44	Saint-Aignan-Grandlieu	47.133107209	-1.623171418	50	3	3	3912	réponses par habitant
44149	0.2	0.02	0.2	0.259067358	49	Saffré-44	Saffré	47.491424655	-1.579408838	50	1	1	3860	réponses par habitant
44148	0.2	0.02	0.2	1.412429379	49	Ruffigné-44	Ruffigné	47.764464663	-1.521215559	50	1	1	708	réponses par habitant
44145	1.029866117	0.06	1.029866117	1.029866117	47	Rouans-44	Rouans	47.176359241	-1.843135355	50	3	3	2913	réponses par habitant
44144	0.2	0.02	0.2	0.431220354	49	Riaillé-44	Riaillé	47.520972667	-1.312056983	50	1	1	2319	réponses par habitant
44143	7.852754657	0.785275466	7.852754657	7.852754657	0	Rezé-44	Rezé	47.176233890	-1.549663999	403.68	312	317	40368	réponses par habitant
44140	0.2	0.02	0.2	0.655737705	50	La Regrippière-44	La Regrippière	47.185132719	-1.194458590	50	0	1	1525	réponses par habitant
44138	1.787310098	0.04	1.787310098	1.787310098	48	Puceul-44	Puceul	47.518868892	-1.619663995	50	2	2	1119	réponses par habitant
44137	0.2	0.02	0.2	0.287686997	49	Prinquiau-44	Prinquiau	47.373514861	-2.018452420	50	1	1	3476	réponses par habitant
44135	4.081632653	0.36	4.081632653	4.081632653	32	Le Pouliguen-44	Le Pouliguen	47.271620898	-2.432102660	50	18	18	4410	réponses par habitant
44133	0.687285223	0.04	0.687285223	0.687285223	48	Port-Saint-Père-44	Port-Saint-Père	47.140681097	-1.768377408	50	2	2	2910	réponses par habitant
44132	5.245410266	0.524541027	5.245410266	5.245410266	0	Pornichet-44	Pornichet	47.261579166	-2.314156508	106.76	52	56	10676	réponses par habitant
44131	2.244439910	0.224443991	2.244439910	2.244439910	20	Pornic-44	Pornic	47.122397245	-2.051823345	147.03	30	33	14703	réponses par habitant
44130	0.850774205	0.085077420	0.850774205	0.850774205	45	Pont-Saint-Martin-44	Pont-Saint-Martin	47.126582936	-1.565941938	58.77	5	5	5877	réponses par habitant
44129	0.375023439	0.037502344	0.375023439	0.375023439	46	Pontchâteau-44	Pontchâteau	47.433636363	-2.095560890	106.66	4	4	10666	réponses par habitant
44128	0.572409845	0.057240985	0.572409845	0.572409845	47	Plessé-44	Plessé	47.555748683	-1.890501307	52.41	3	3	5241	réponses par habitant
44126	0.720461095	0.06	0.720461095	0.720461095	47	La Plaine-sur-Mer-44	La Plaine-sur-Mer	47.144322269	-2.183454961	50	3	3	4164	réponses par habitant
44125	3.538257408	0.16	3.538257408	3.538257408	42	Piriac-sur-Mer-44	Piriac-sur-Mer	47.377869447	-2.517355514	50	8	8	2261	réponses par habitant
44122	0.554785021	0.04	0.554785021	0.554785021	49	Petit-Mars-44	Petit-Mars	47.405154970	-1.456552144	50	1	2	3605	réponses par habitant
44120	7.326732673	0.732673267	7.326732673	7.326732673	20	Le Pellerin-44	Le Pellerin	47.222901705	-1.825013003	50.5	30	37	5050	réponses par habitant
44119	0.2	0.02	0.2	0.505561173	49	Paulx-44	Paulx	46.95778792	-1.778440580	50	1	1	1978	réponses par habitant
44117	4.944375773	0.32	4.944375773	4.944375773	34	Le Pallet-44	Le Pallet	47.143936633	-1.345417655	50	16	16	3236	réponses par habitant
44116	0.954198473	0.06	0.954198473	0.954198473	47	Paimbœuf-44	Paimboeuf	47.286399288	-2.028074256	50	3	3	3144	réponses par habitant
44115	0.2	0.02	0.2	0.265745416	49	Oudon-44	Oudon	47.355403450	-1.271202596	50	1	1	3763	réponses par habitant
44114	5.244687825	0.524468783	5.244687825	5.244687825	0	Orvault-44	Orvault	47.273981548	-1.623238985	259.31	125	136	25931	réponses par habitant
44113	1.452784504	0.12	1.452784504	1.452784504	45	Nozay-44	Nozay	47.572885848	-1.600976646	50	5	6	4130	réponses par habitant
44111	0.2	0.02	0.2	0.466417910	49	Notre-Dame-des-Landes-44	Notre-Dame-des-Landes	47.375359004	-1.715982911	50	1	1	2144	réponses par habitant
44110	5.086117212	0.508611721	5.086117212	5.086117212	11	Nort-sur-Erdre-44	Nort-sur-Erdre	47.447122285	-1.518247926	86.51	39	44	8651	réponses par habitant
44109	8	1.307818216	8	13.078182162	0	Nantes-44	Nantes	47.231635677	-1.548310086	3066.94	3863	4011	306694	réponses par habitant
44108	0.711743772	0.04	0.711743772	0.711743772	49	Mouzillon-44	Mouzillon	47.129307684	-1.273788594	50	1	2	2810	réponses par habitant
44106	1.903553299	0.06	1.903553299	1.903553299	48	Les Moutiers-en-Retz-44	Les Moutiers-en-Retz	47.061621913	-1.990018676	50	2	3	1576	réponses par habitant
44103	1.130103122	0.113010312	1.130103122	1.130103122	43	Montoir-de-Bretagne-44	Montoir-de-Bretagne	47.323236853	-2.146736604	70.79	7	8	7079	réponses par habitant
44101	2.091713596	0.209171360	2.091713596	2.091713596	37	La Montagne-44	La Montagne	47.184954850	-1.684828196	62.15	13	13	6215	réponses par habitant
44100	2.753556677	0.12	2.753556677	2.753556677	45	Monnières-44	Monnières	47.120203522	-1.349249564	50	5	6	2179	réponses par habitant
44097	0.2	0.02	0.2	0.515995872	49	Mesquer-44	Mesquer	47.396034846	-2.470632269	50	1	1	1938	réponses par habitant
44096	0.640204866	0.06	0.640204866	0.640204866	47	Mésanger-44	Mésanger	47.428883410	-1.225833901	50	3	3	4686	réponses par habitant
44091	0.2	0.02	0.2	0.667111408	49	Marsac-sur-Don-44	Marsac-sur-Don	47.592327041	-1.696517752	50	1	1	1499	réponses par habitant
44090	0.2	0.02	0.2	0.676132522	49	La Marne-44	La Marne	46.991389179	-1.718644136	50	1	1	1479	réponses par habitant
44089	0.583260426	0.04	0.583260426	0.583260426	48	Malville-44	Malville	47.343140421	-1.854115368	50	2	2	3429	réponses par habitant
44088	2.063273728	0.12	2.063273728	2.063273728	44	Maisdon-sur-Sèvre-44	Maisdon-sur-Sèvre	47.116363643	-1.388870409	50	6	6	2908	réponses par habitant
44087	0.270526173	0.027052617	0.270526173	0.270526173	48	Machecoul-Saint-Même-44	Machecoul-Saint-Même	46.991078451	-1.823456703	73.93	2	2	7393	réponses par habitant
44084	0.492247108	0.049224711	0.492247108	0.492247108	47	Le Loroux-Bottereau-44	Le Loroux-Bottereau	47.233397617	-1.331701873	81.26	3	4	8126	réponses par habitant
44081	0.445136880	0.04	0.445136880	0.445136880	48	Legé-44	Lège	46.900370699	-1.579171247	50	2	2	4493	réponses par habitant
44078	0.2	0.02	0.2	2.849002849	49	Juigné-des-Moutiers-44	Juigné-des-Moutiers	47.689317272	-1.212378893	50	1	1	351	réponses par habitant
44074	4.853128991	0.38	4.853128991	4.853128991	32	Indre-44	Indre	47.198500820	-1.671781031	50	18	19	3915	réponses par habitant
44073	0.843170320	0.084317032	0.843170320	0.843170320	47	Héric-44	Héric	47.420793683	-1.637177577	59.3	3	5	5930	réponses par habitant
44072	0.297663343	0.029766334	0.297663343	0.297663343	48	Herbignac-44	Herbignac	47.447241199	-2.313386295	67.19	2	2	6719	réponses par habitant
44071	0.868809731	0.086880973	0.868809731	0.868809731	45	Haute-Goulaine-44	Haute-Goulaine	47.196013811	-1.410491182	57.55	5	5	5755	réponses par habitant
44070	2.151462995	0.2	2.151462995	2.151462995	41	La Haie-Fouassière-44	La Haie-Fouassière	47.161318047	-1.400432692	50	9	10	4648	réponses par habitant
44069	8	1.241813913	8	12.418139133	0	Guérande-44	Guérande	47.331332091	-2.417036588	161.86	184	201	16186	réponses par habitant
44066	4.622496148	0.462249615	4.622496148	4.622496148	24	Grandchamps-des-Fontaines-44	Grandchamps-des-Fontaines	47.360679664	-1.617544759	58.41	26	27	5841	réponses par habitant
44064	1.320713185	0.12	1.320713185	1.320713185	46	Gorges-44	Gorges	47.104453940	-1.310771981	50	4	6	4543	réponses par habitant
44063	2.209334438	0.16	2.209334438	2.209334438	44	Gétigné-44	Gétigné	47.081231804	-1.217957056	50	6	8	3621	réponses par habitant
44062	0.2	0.02	0.2	0.561482313	49	Le Gâvre-44	Le Gâvre	47.527920372	-1.794120558	50	1	1	1781	réponses par habitant
44061	0.2	0.02	0.2	0.309885342	49	Frossay-44	Frossay	47.245507363	-1.934058261	50	1	1	3227	réponses par habitant
44056	0.2	0.02	0.2	0.277700639	49	Fay-de-Bretagne-44	Fay-de-Bretagne	47.390569956	-1.795302619	50	1	1	3601	réponses par habitant
44055	5.176318344	0.517631834	5.176318344	5.176318344	0	La Baule-Escoublac-44	La Baule-Escoublac	47.290972018	-2.353829174	154.55	78	80	15455	réponses par habitant
44054	0.670465974	0.04	0.670465974	0.670465974	49	Erbray-44	Erbray	47.669092906	-1.321858814	50	1	2	2983	réponses par habitant
44052	0.636780438	0.063678044	0.636780438	0.636780438	45	Donges-44	Donges	47.339209762	-2.074160233	78.52	5	5	7852	réponses par habitant
44051	0.2	0.02	0.2	0.286697248	49	Derval-44	Derval	47.657680248	-1.677729756	50	1	1	3488	réponses par habitant
44050	0.2	0.02	0.2	0.341763500	49	Crossac-44	Crossac	47.404461119	-2.153366675	50	1	1	2926	réponses par habitant
44049	6.394490900	0.52	6.394490900	6.394490900	26	Le Croisic-44	Le Croisic	47.292274345	-2.522778444	50	24	26	4066	réponses par habitant
44047	7.751196172	0.775119617	7.751196172	7.751196172	0	Couëron-44	Couëron	47.230998503	-1.729290026	209	136	162	20900	réponses par habitant
44046	0.2	0.02	0.2	0.372578241	49	Corsept-44	Corsept	47.260010038	-2.093864046	50	1	1	2684	réponses par habitant
44045	8	1.18	8	15.980498375	0	Cordemais-44	Cordemais	47.296803607	-1.835710810	50	51	59	3692	réponses par habitant
44043	8	2.032693674	8	20.326936745	0	Clisson-44	Clisson	47.097896998	-1.270425981	70.35	126	143	7035	réponses par habitant
44041	0.2	0.018214936	0.2	0.182149362	49	La Chevrolière-44	La Chevrolière	47.089110481	-1.596195347	54.9	1	1	5490	réponses par habitant
44036	8	1.569090602	8	15.690906023	0	Châteaubriant-44	Châteaubriant	47.722158352	-1.386648099	118.54	181	186	11854	réponses par habitant
44035	3.256150507	0.325615051	3.256150507	3.256150507	0	La Chapelle-sur-Erdre-44	La Chapelle-sur-Erdre	47.303562962	-1.560785967	193.48	57	63	19348	réponses par habitant
44033	1.005698961	0.06	1.005698961	1.005698961	48	La Chapelle-Launay-44	La Chapelle-Launay	47.353061437	-1.981914911	50	2	3	2983	réponses par habitant
44028	0.2	0.02	0.2	0.270416441	49	Le Cellier-44	Le Cellier	47.337481089	-1.359507383	50	1	1	3698	réponses par habitant
44027	1.353179973	0.06	1.353179973	1.353179973	48	Casson-44	Casson	47.392030809	-1.555737188	50	2	3	2217	réponses par habitant
44026	7.067684688	0.706768469	7.067684688	7.067684688	0	Carquefou-44	Carquefou	47.301719183	-1.472772001	193.84	123	137	19384	réponses par habitant
44025	0.2	0.02	0.2	0.248880040	50	Campbon-44	Campbon	47.416097785	-1.967765197	50	0	1	4018	réponses par habitant
44024	1.792114695	0.1	1.792114695	1.792114695	45	Brains-44	Brains	47.170159149	-1.726064797	50	5	5	2790	réponses par habitant
44023	0.2	0.02	0.2	0.318369946	49	Bouvron-44	Bouvron	47.417169845	-1.877391947	50	1	1	3141	réponses par habitant
44022	0.2	0.02	0.2	0.379939210	49	Boussay-44	Boussay	47.053455839	-1.163160599	50	1	1	2632	réponses par habitant
44020	3.149771642	0.314977164	3.149771642	3.149771642	0	Bouguenais-44	Bouguenais	47.170906168	-1.617397529	190.49	57	60	19049	réponses par habitant
44019	2.092050209	0.04	2.092050209	2.092050209	49	Bouée-44	Bouée	47.304903513	-1.912669517	50	1	2	956	réponses par habitant
44018	7.874015748	0.787401575	7.874015748	7.874015748	0	Bouaye-44	Bouaye	47.147339688	-1.672543706	76.2	56	60	7620	réponses par habitant
44015	0.825849076	0.082584908	0.825849076	0.825849076	42	Blain-44	Blain	47.462821041	-1.767894796	96.87	8	8	9687	réponses par habitant
44014	1.344809037	0.1	1.344809037	1.344809037	45	Le Bignon-44	Le Bignon	47.100409815	-1.509423093	50	5	5	3718	réponses par habitant
44012	1.358695652	0.08	1.358695652	1.358695652	46	La Bernerie-en-Retz-44	La Bernerie-en-Retz	47.085670460	-2.031702060	50	4	4	2944	réponses par habitant
44010	3.393281303	0.2	3.393281303	3.393281303	40	Batz-sur-Mer-44	Batz-sur-Mer	47.284448779	-2.474374647	50	10	10	2947	réponses par habitant
44009	8	1.026277208	8	10.262772076	0	Basse-Goulaine-44	Basse-Goulaine	47.212013734	-1.462468526	88.67	84	91	8867	réponses par habitant
44005	0.298908982	0.029890898	0.298908982	0.298908982	48	Chaumes-en-Retz-44	Chaumes-en-Retz	47.159216221	-1.954125124	66.91	2	2	6691	réponses par habitant
44003	1.959247649	0.195924765	1.959247649	1.959247649	38	Ancenis-Saint-Géréon-44	Ancenis-Saint-Géréon	47.383327021	-1.182418809	76.56	12	15	7656	réponses par habitant
44002	0.797236248	0.06	0.797236248	0.797236248	47	Aigrefeuille-sur-Maine-44	Aigrefeuille-sur-Maine	47.071925661	-1.415564555	50	3	3	3763	réponses par habitant
44001	0.2	0.02	0.2	0.483558994	50	Abbaretz-44	Abbaretz	47.556038483	-1.493272621	50	0	1	2068	réponses par habitant
43268	0.418877409	0.041887741	0.418877409	0.418877409	47	Yssingeaux-43	Yssingeaux	45.139376130	4.131049377	71.62	3	3	7162	réponses par habitant
43251	0.596302922	0.04	0.596302922	0.596302922	48	Vals-près-le-Puy-43	Vals-près-le-Puy	45.023927474	3.865824850	50	2	2	3354	réponses par habitant
43234	0.2	0.02	0.2	0.564334086	49	Saugues-43	Saugues	44.948203457	3.538832364	50	1	1	1772	réponses par habitant
43224	0.335626783	0.033562678	0.335626783	0.335626783	48	Sainte-Sigolène-43	Sainte-Sigolène	45.247042621	4.228515983	59.59	2	2	5959	réponses par habitant
43223	0.2	0.02	0.2	0.924214418	49	Saint-Romain-Lachalm-43	Saint-Romain-Lachalm	45.265023599	4.339890668	50	1	1	1082	réponses par habitant
43208	0.2	0.02	0.2	22.727272727	49	Sainte-Marguerite-43	Sainte-Marguerite	45.210575480	3.582572963	50	1	1	44	réponses par habitant
43190	0.2	0.02	0.2	0.276931598	49	Saint-Germain-Laprade-43	Saint-Germain-Laprade	45.032811814	3.977682120	50	1	1	3611	réponses par habitant
43184	0.2	0.02	0.2	0.408997955	49	Saint-Ferréol-d'Auroure-43	Saint-Ferréol-d'Auroure	45.356972104	4.258742455	50	1	1	2445	réponses par habitant
43177	0.2	0.02	0.2	0.292056075	49	Saint-Didier-en-Velay-43	Saint-Didier-en-Velay	45.310225770	4.284798711	50	1	1	3424	réponses par habitant
43164	0.2	0.02	0.2	1.996007984	49	Roche-en-Régnier-43	Roche-en-Régnier	45.233275987	3.948037688	50	1	1	501	réponses par habitant
43157	5.283808527	0.528380853	5.283808527	5.283808527	0	Le Puy-en-Velay-43	Le Puy-en-Velay	45.027636666	3.895352291	191.15	82	101	19115	réponses par habitant
43152	0.2	0.02	0.2	0.355113636	49	Polignac-43	Polignac	45.080034631	3.860859846	50	1	1	2816	réponses par habitant
43137	0.342622202	0.034262220	0.342622202	0.342622202	47	Monistrol-sur-Loire-43	Monistrol-sur-Loire	45.290626453	4.183625727	87.56	3	3	8756	réponses par habitant
43112	0.2	0.02	0.2	0.267165375	50	Langeac-43	Langeac	45.082254184	3.478062038	50	0	1	3743	réponses par habitant
43089	0.568504832	0.04	0.568504832	0.568504832	48	Espaly-Saint-Marcel-43	Espaly-Saint-Marcel	45.046389207	3.857968062	50	2	2	3518	réponses par habitant
43087	0.2	0.02	0.2	0.351370344	49	Dunières-43	Dunières	45.214649552	4.345720124	50	1	1	2846	réponses par habitant
