Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
95019	0.2	0.006967185	0.2	0.069671846	50	Arnouville-95	Arnouville	48.985827023	2.417143708	143.53	0	1	14353	réponses par habitant
95018	1.593221566	0.159322157	1.593221566	1.593221566	0	Argenteuil-95	Argenteuil	48.951134463	2.241040950	1104.68	158	176	110468	réponses par habitant
95014	0.768049155	0.04	0.768049155	0.768049155	48	Andilly-95	Andilly	49.008408805	2.302773358	50	2	2	2604	réponses par habitant
95002	0.2	0.02	0.2	0.870322019	49	Ableiges-95	Ableiges	49.085772994	1.974865246	50	1	1	1149	réponses par habitant
94081	1.229044256	0.122904426	1.229044256	1.229044256	0	Vitry-sur-Seine-94	Vitry-sur-Seine	48.788282831	2.394126805	927.55	103	114	92755	réponses par habitant
94080	4.613563878	0.461356388	4.613563878	4.613563878	0	Vincennes-94	Vincennes	48.847373205	2.437986507	498.53	218	230	49853	réponses par habitant
94079	1.026483268	0.102648327	1.026483268	1.026483268	28	Villiers-sur-Marne-94	Villiers-sur-Marne	48.825958617	2.545204833	292.26	22	30	29226	réponses par habitant
94078	0.273008554	0.027300855	0.273008554	0.273008554	42	Villeneuve-Saint-Georges-94	Villeneuve-Saint-Georges	48.741380964	2.448998846	329.66	8	9	32966	réponses par habitant
94077	0.475714761	0.047571476	0.475714761	0.475714761	41	Villeneuve-le-Roi-94	Villeneuve-le-Roi	48.732091458	2.410374201	210.21	9	10	21021	réponses par habitant
94076	1.946717618	0.194671762	1.946717618	1.946717618	0	Villejuif-94	Villejuif	48.792854727	2.360061032	554.78	97	108	55478	réponses par habitant
94075	2.136752137	0.213675214	2.136752137	2.136752137	30	Villecresnes-94	Villecresnes	48.720869249	2.531577414	98.28	20	21	9828	réponses par habitant
94074	0.134607619	0.013460762	0.134607619	0.134607619	48	Valenton-94	Valenton	48.752872402	2.461294796	148.58	2	2	14858	réponses par habitant
94073	2.240915673	0.224091567	2.240915673	2.240915673	0	Thiais-94	Thiais	48.760784193	2.385377295	290.06	54	65	29006	réponses par habitant
94071	2.207085506	0.220708551	2.207085506	2.207085506	0	Sucy-en-Brie-94	Sucy-en-Brie	48.765645659	2.533056080	262.79	52	58	26279	réponses par habitant
94070	3.236245955	0.24	3.236245955	3.236245955	41	Santeny-94	Santeny	48.735617714	2.576374802	50	9	12	3708	réponses par habitant
94069	1.397428731	0.139742873	1.397428731	1.397428731	30	Saint-Maurice-94	Saint-Maurice	48.818492137	2.437450134	143.12	20	20	14312	réponses par habitant
94068	4.206000561	0.420600056	4.206000561	4.206000561	0	Saint-Maur-des-Fossés-94	Saint-Maur-des-Fossés	48.799067780	2.493864505	748.93	293	315	74893	réponses par habitant
94067	3.915357881	0.391535788	3.915357881	3.915357881	0	Saint-Mandé-94	Saint-Mandé	48.842440243	2.419219109	227.31	81	89	22731	réponses par habitant
94065	2.317290553	0.231729055	2.317290553	2.317290553	37	Rungis-94	Rungis	48.749482150	2.352818328	56.1	13	13	5610	réponses par habitant
94060	0.506970849	0.050697085	0.506970849	0.506970849	44	La Queue-en-Brie-94	La Queue-en-Brie	48.777586610	2.583855776	118.35	6	6	11835	réponses par habitant
94059	0.690369348	0.069036935	0.690369348	0.690369348	39	Le Plessis-Trévise-94	Le Plessis-Trévise	48.806015458	2.576198469	202.79	11	14	20279	réponses par habitant
94058	2.282901954	0.228290195	2.282901954	2.282901954	0	Le Perreux-sur-Marne-94	Le Perreux-sur-Marne	48.842395238	2.504068486	337.29	73	77	33729	réponses par habitant
94056	8	1.26	8	23.666416228	0	Périgny-94	Périgny	48.696835963	2.561679404	50	61	63	2662	réponses par habitant
94055	0.194420142	0.019442014	0.194420142	0.194420142	48	Ormesson-sur-Marne-94	Ormesson-sur-Marne	48.785456274	2.539242143	102.87	2	2	10287	réponses par habitant
94054	0.384977329	0.038497733	0.384977329	0.384977329	43	Orly-94	Orly	48.742932007	2.394682970	233.78	7	9	23378	réponses par habitant
94053	1.068376068	0.1	1.068376068	1.068376068	45	Noiseau-94	Noiseau	48.774315467	2.555423754	50	5	5	4680	réponses par habitant
94052	2.848467775	0.284846777	2.848467775	2.848467775	0	Nogent-sur-Marne-94	Nogent-sur-Marne	48.836663471	2.481667415	319.47	83	91	31947	réponses par habitant
94048	8	1.56	8	16.062602965	0	Marolles-en-Brie-94	Marolles-en-Brie	48.739478062	2.554913385	50	69	78	4856	réponses par habitant
94047	4.252604720	0.4	4.252604720	4.252604720	39	Mandres-les-Roses-94	Mandres-les-Roses	48.705888017	2.548307416	50	11	20	4703	réponses par habitant
94046	2.297021107	0.229702111	2.297021107	2.297021107	0	Maisons-Alfort-94	Maisons-Alfort	48.806392327	2.438182489	552.89	123	127	55289	réponses par habitant
94044	2.134591619	0.213459162	2.134591619	2.134591619	0	Limeil-Brévannes-94	Limeil-Brévannes	48.745035778	2.489361844	267.03	54	57	26703	réponses par habitant
94043	3.083979124	0.308397912	3.083979124	3.083979124	0	Le Kremlin-Bicêtre-94	Le Kremlin-Bicêtre	48.809220102	2.356579652	252.92	73	78	25292	réponses par habitant
94042	4.409264768	0.440926477	4.409264768	4.409264768	0	Joinville-le-Pont-94	Joinville-le-Pont	48.819368322	2.470449778	188.24	80	83	18824	réponses par habitant
94041	3.110036037	0.311003604	3.110036037	3.110036037	0	Ivry-sur-Seine-94	Ivry-sur-Seine	48.812806381	2.387780236	607.71	178	189	60771	réponses par habitant
94038	2.532944307	0.253294431	2.532944307	2.532944307	0	L'Haÿ-les-Roses-94	L'Haÿ-les-Roses	48.776320784	2.337729156	311.89	67	79	31189	réponses par habitant
94037	3.325306731	0.332530673	3.325306731	3.325306731	0	Gentilly-94	Gentilly	48.813204439	2.344206597	174.42	57	58	17442	réponses par habitant
94034	3.319229647	0.331922965	3.319229647	3.319229647	0	Fresnes-94	Fresnes	48.757134302	2.326128397	274.16	75	91	27416	réponses par habitant
94033	2.283617850	0.228361785	2.283617850	2.283617850	0	Fontenay-sous-Bois-94	Fontenay-sous-Bois	48.851104638	2.473954098	534.24	120	122	53424	réponses par habitant
94028	1.051548237	0.105154824	1.051548237	1.051548237	0	Créteil-94	Créteil	48.783740184	2.454635304	893.92	88	94	89392	réponses par habitant
94022	1.597300337	0.159730034	1.597300337	1.597300337	0	Choisy-le-Roi-94	Choisy-le-Roi	48.764315118	2.417425182	444.5	59	71	44450	réponses par habitant
94021	0.620251202	0.062025120	0.620251202	0.620251202	38	Chevilly-Larue-94	Chevilly-Larue	48.766848001	2.353066112	193.47	12	12	19347	réponses par habitant
94019	0.597956077	0.059795608	0.597956077	0.597956077	41	Chennevières-sur-Marne-94	Chennevières-sur-Marne	48.797650288	2.541576301	183.96	9	11	18396	réponses par habitant
94018	1.967213115	0.196721311	1.967213115	1.967213115	0	Charenton-le-Pont-94	Charenton-le-Pont	48.822808498	2.407609155	305	56	60	30500	réponses par habitant
94017	1.446860184	0.144686018	1.446860184	1.446860184	0	Champigny-sur-Marne-94	Champigny-sur-Marne	48.817254364	2.517098153	774.09	105	112	77409	réponses par habitant
94016	3.806938559	0.380693856	3.806938559	3.806938559	0	Cachan-94	Cachan	48.791612165	2.331533132	302.08	109	115	30208	réponses par habitant
94015	0.897290184	0.089729018	0.897290184	0.897290184	35	Bry-sur-Marne-94	Bry-sur-Marne	48.838409566	2.523196576	167.17	15	15	16717	réponses par habitant
94011	0.401100160	0.040110016	0.401100160	0.401100160	43	Bonneuil-sur-Marne-94	Bonneuil-sur-Marne	48.773362010	2.487993105	174.52	7	7	17452	réponses par habitant
94004	1.517834556	0.151783456	1.517834556	1.517834556	27	Boissy-Saint-Léger-94	Boissy-Saint-Léger	48.747035992	2.525280490	158.12	23	24	15812	réponses par habitant
94003	4.219409283	0.421940928	4.219409283	4.219409283	0	Arcueil-94	Arcueil	48.805880360	2.333510250	215.67	87	91	21567	réponses par habitant
94002	3.964817937	0.396481794	3.964817937	3.964817937	0	Alfortville-94	Alfortville	48.796084386	2.421245932	438.86	163	174	43886	réponses par habitant
94001	0.2	0.017286085	0.2	0.172860847	49	Ablon-sur-Seine-94	Ablon-sur-Seine	48.723840946	2.421176293	57.85	1	1	5785	réponses par habitant
93079	0.152195419	0.015219542	0.152195419	0.152195419	49	Villetaneuse-93	Villetaneuse	48.957297650	2.345066337	131.41	1	2	13141	réponses par habitant
93078	1.091226539	0.109122654	1.091226539	1.091226539	21	Villepinte-93	Villepinte	48.959020254	2.536306342	366.56	29	40	36656	réponses par habitant
93077	1.996605770	0.199660577	1.996605770	1.996605770	0	Villemomble-93	Villemomble	48.884837002	2.508934060	300.51	52	60	30051	réponses par habitant
93073	1.036675913	0.103667591	1.036675913	1.036675913	17	Tremblay-en-France-93	Tremblay-en-France	48.978430412	2.554685015	356.91	33	37	35691	réponses par habitant
93072	0.075723156	0.007572316	0.075723156	0.075723156	47	Stains-93	Stains	48.956777570	2.385449563	396.18	3	3	39618	réponses par habitant
93071	0.138260681	0.013826068	0.138260681	0.138260681	44	Sevran-93	Sevran	48.938607015	2.531240576	506.29	6	7	50629	réponses par habitant
93070	8	0.984616624	8	9.846166237	0	Saint-Ouen-93	Saint-Ouen-sur-Seine	48.909806575	2.332570422	496.64	432	489	49664	réponses par habitant
93066	2.020583006	0.202058301	2.020583006	2.020583006	0	Saint-Denis-93	Saint-Denis	48.929565045	2.359242997	1113.54	210	225	111354	réponses par habitant
93064	3.831670741	0.383167074	3.831670741	3.831670741	0	Rosny-sous-Bois-93	Rosny-sous-Bois	48.874576377	2.486340459	454.11	147	174	45411	réponses par habitant
93063	3.394945304	0.339494530	3.394945304	3.394945304	0	Romainville-93	Romainville	48.885211897	2.437678842	265.1	72	90	26510	réponses par habitant
93062	1.034411420	0.103441142	1.034411420	1.034411420	38	Le Raincy-93	Le Raincy	48.896744758	2.519736640	145.01	12	15	14501	réponses par habitant
93061	5.905511811	0.590551181	5.905511811	5.905511811	0	Le Pré-Saint-Gervais-93	Le Pré-Saint-Gervais	48.884673488	2.405422330	177.8	100	105	17780	réponses par habitant
93059	0.303971899	0.030397190	0.303971899	0.303971899	41	Pierrefitte-sur-Seine-93	Pierrefitte-sur-Seine	48.960983336	2.363281254	296.08	9	9	29608	réponses par habitant
93057	1.012871914	0.101287191	1.012871914	1.012871914	29	Les Pavillons-sous-Bois-93	Les Pavillons-sous-Bois	48.908206025	2.502974483	236.95	21	24	23695	réponses par habitant
93055	3.523544505	0.352354451	3.523544505	3.523544505	0	Pantin-93	Pantin	48.898309388	2.408721475	553.42	188	195	55342	réponses par habitant
93053	2.779245240	0.277924524	2.779245240	2.779245240	0	Noisy-le-Sec-93	Noisy-le-Sec	48.891322463	2.459136474	435.37	99	121	43537	réponses par habitant
93051	1.140131115	0.114013112	1.140131115	1.140131115	0	Noisy-le-Grand-93	Noisy-le-Grand	48.836182540	2.564437368	666.59	67	76	66659	réponses par habitant
93050	0.691941762	0.069194176	0.691941762	0.691941762	26	Neuilly-sur-Marne-93	Neuilly-sur-Marne	48.862457858	2.540002888	346.85	24	24	34685	réponses par habitant
93049	1.888841668	0.188884167	1.888841668	1.888841668	14	Neuilly-Plaisance-93	Neuilly-Plaisance	48.864328785	2.510402499	211.77	36	40	21177	réponses par habitant
93048	4.188114610	0.418811461	4.188114610	4.188114610	0	Montreuil-93	Montreuil	48.863317505	2.448162119	1084.02	443	454	108402	réponses par habitant
93047	0.153344834	0.015334483	0.153344834	0.153344834	47	Montfermeil-93	Montfermeil	48.898261668	2.567143548	260.85	3	4	26085	réponses par habitant
93046	0.584716413	0.058471641	0.584716413	0.584716413	24	Livry-Gargan-93	Livry-Gargan	48.919763321	2.534865923	444.66	26	26	44466	réponses par habitant
93045	2.913930327	0.291393033	2.913930327	2.913930327	0	Les Lilas-93	Les Lilas	48.881920894	2.419667821	229.93	61	67	22993	réponses par habitant
93039	8	0.937580272	8	9.375802723	0	L'Île-Saint-Denis-93	L'Île-Saint-Denis	48.939569377	2.325452528	77.86	66	73	7786	réponses par habitant
93033	0.874508089	0.087450809	0.874508089	0.874508089	44	Gournay-sur-Marne-93	Gournay-sur-Marne	48.860581790	2.575433138	68.61	6	6	6861	réponses par habitant
93032	2.528864821	0.252886482	2.528864821	2.528864821	0	Gagny-93	Gagny	48.882076312	2.544948476	391.48	62	99	39148	réponses par habitant
93031	0.557624161	0.055762416	0.557624161	0.557624161	22	Épinay-sur-Seine-93	Épinay-sur-Seine	48.955013206	2.314530432	555.93	28	31	55593	réponses par habitant
93029	0.540779006	0.054077901	0.540779006	0.540779006	23	Drancy-93	Drancy	48.923424626	2.444926887	702.69	27	38	70269	réponses par habitant
93027	0.423678946	0.042367895	0.423678946	0.423678946	33	La Courneuve-93	La Courneuve	48.932256955	2.399780648	424.85	17	18	42485	réponses par habitant
93014	0.067035361	0.006703536	0.067035361	0.067035361	48	Clichy-sous-Bois-93	Clichy-sous-Bois	48.907628511	2.546202227	298.35	2	2	29835	réponses par habitant
93013	0.970638195	0.097063819	0.970638195	0.970638195	39	Le Bourget-93	Le Bourget	48.936184746	2.428278556	164.84	11	16	16484	réponses par habitant
93010	0.281991991	0.028199199	0.281991991	0.281991991	36	Bondy-93	Bondy	48.902323453	2.483727694	531.93	14	15	53193	réponses par habitant
93008	0.286604123	0.028660412	0.286604123	0.286604123	35	Bobigny-93	Bobigny	48.907688244	2.438639827	523.37	15	15	52337	réponses par habitant
93007	0.2	0.001786129	0.2	0.017861289	50	Le Blanc-Mesnil-93	Le Blanc-Mesnil	48.939547554	2.461121485	559.87	0	1	55987	réponses par habitant
93006	4.015168414	0.401516841	4.015168414	4.015168414	0	Bagnolet-93	Bagnolet	48.869083631	2.422740967	358.64	134	144	35864	réponses par habitant
93005	0.909498949	0.090949895	0.909498949	0.909498949	0	Aulnay-sous-Bois-93	Aulnay-sous-Bois	48.945838437	2.493290417	846.62	73	77	84662	réponses par habitant
93001	2.626044317	0.262604432	2.626044317	2.626044317	0	Aubervilliers-93	Aubervilliers	48.912172263	2.384455138	860.61	209	226	86061	réponses par habitant
92078	1.278455955	0.127845596	1.278455955	1.278455955	23	Villeneuve-la-Garenne-92	Villeneuve-la-Garenne	48.936406192	2.324489959	242.48	27	31	24248	réponses par habitant
92077	5.821530976	0.582153098	5.821530976	5.821530976	0	Ville-d'Avray-92	Ville-d'Avray	48.821589559	2.177613115	115.09	60	67	11509	réponses par habitant
92076	1.274918869	0.127491887	1.274918869	1.274918869	42	Vaucresson-92	Vaucresson	48.841051590	2.160264552	86.28	8	11	8628	réponses par habitant
92075	3.591180062	0.359118006	3.591180062	3.591180062	0	Vanves-92	Vanves	48.821522709	2.287394908	278.46	93	100	27846	réponses par habitant
92073	2.817770465	0.281777046	2.817770465	2.817770465	0	Suresnes-92	Suresnes	48.869847913	2.219655176	486.2	122	137	48620	réponses par habitant
92072	4.181626188	0.418162619	4.181626188	4.181626188	0	Sèvres-92	Sèvres	48.821476509	2.210522974	236.75	87	99	23675	réponses par habitant
92071	6.571179219	0.657117922	6.571179219	6.571179219	0	Sceaux-92	Sceaux	48.776816369	2.295294145	194.79	122	128	19479	réponses par habitant
92064	3.841950121	0.384195012	3.841950121	3.841950121	0	Saint-Cloud-92	Saint-Cloud	48.842874103	2.208645703	301.93	101	116	30193	réponses par habitant
92063	6.087345738	0.608734574	6.087345738	6.087345738	0	Rueil-Malmaison-92	Rueil-Malmaison	48.869189737	2.177340631	781.95	440	476	78195	réponses par habitant
92062	4.007881420	0.400788142	4.007881420	4.007881420	0	Puteaux-92	Puteaux	48.883709497	2.238341783	446.62	157	179	44662	réponses par habitant
92060	2.928207248	0.292820725	2.928207248	2.928207248	0	Le Plessis-Robinson-92	Le Plessis-Robinson	48.780438364	2.260642860	290.28	79	85	29028	réponses par habitant
92051	4.341366788	0.434136679	4.341366788	4.341366788	0	Neuilly-sur-Seine-92	Neuilly-sur-Seine	48.885371969	2.266425847	605.8	230	263	60580	réponses par habitant
92050	2.662903944	0.266290394	2.662903944	2.662903944	0	Nanterre-92	Nanterre	48.896070128	2.206713464	942.58	235	251	94258	réponses par habitant
92049	5.394072627	0.539407263	5.394072627	5.394072627	0	Montrouge-92	Montrouge	48.815303216	2.316489214	491.28	251	265	49128	réponses par habitant
92048	3.154782916	0.315478292	3.154782916	3.154782916	0	Meudon-92	Meudon	48.803727580	2.226962878	453.28	133	143	45328	réponses par habitant
92047	3.305785124	0.12	3.305785124	3.305785124	44	Marnes-la-Coquette-92	Marnes-la-Coquette	48.830271264	2.166472617	50	6	6	1815	réponses par habitant
92046	8	1.070963867	8	10.709638675	0	Malakoff-92	Malakoff	48.816969598	2.296935995	299.73	315	321	29973	réponses par habitant
92044	3.561186222	0.356118622	3.561186222	3.561186222	0	Levallois-Perret-92	Levallois-Perret	48.895071672	2.286882681	634.62	204	226	63462	réponses par habitant
92040	2.500182762	0.250018276	2.500182762	2.500182762	0	Issy-les-Moulineaux-92	Issy-les-Moulineaux	48.82347434	2.264498233	683.95	167	171	68395	réponses par habitant
92036	1.757657600	0.175765760	1.757657600	1.757657600	0	Gennevilliers-92	Gennevilliers	48.934519055	2.293849880	466.53	76	82	46653	réponses par habitant
92035	2.837800875	0.283780088	2.837800875	2.837800875	0	La Garenne-Colombes-92	La Garenne-Colombes	48.906757711	2.244646041	292.48	76	83	29248	réponses par habitant
92033	3.170469343	0.317046934	3.170469343	3.170469343	7	Garches-92	Garches	48.845011355	2.186650078	176.63	43	56	17663	réponses par habitant
92032	8	0.816851184	8	8.168511838	0	Fontenay-aux-Roses-92	Fontenay-aux-Roses	48.789730131	2.287234936	241.17	168	197	24117	réponses par habitant
92026	3.548702888	0.354870289	3.548702888	3.548702888	0	Courbevoie-92	Courbevoie	48.898450477	2.255705873	817.2	259	290	81720	réponses par habitant
92025	3.373629463	0.337362946	3.373629463	3.373629463	0	Colombes-92	Colombes	48.922517915	2.246751606	853.68	275	288	85368	réponses par habitant
92024	5.249474225	0.524947422	5.249474225	5.249474225	0	Clichy-92	Clichy	48.903535914	2.305752305	603.87	291	317	60387	réponses par habitant
92023	5.235303076	0.523530308	5.235303076	5.235303076	0	Clamart-92	Clamart	48.796430679	2.254746529	525.28	255	275	52528	réponses par habitant
92022	6.150969393	0.615096939	6.150969393	6.150969393	0	Chaville-92	Chaville	48.807608356	2.192340611	203.22	105	125	20322	réponses par habitant
92020	7.748987194	0.774898719	7.748987194	7.748987194	0	Châtillon-92	Châtillon	48.803409176	2.287991319	367.79	264	285	36779	réponses par habitant
92019	3.907196511	0.390719651	3.907196511	3.907196511	0	Châtenay-Malabry-92	Châtenay-Malabry	48.768169020	2.262825985	330.16	118	129	33016	réponses par habitant
92014	4.919390190	0.491939019	4.919390190	4.919390190	0	Bourg-la-Reine-92	Bourg-la-Reine	48.779907363	2.316430108	205.31	98	101	20531	réponses par habitant
92012	3.451878474	0.345187847	3.451878474	3.451878474	0	Boulogne-Billancourt-92	Boulogne-Billancourt	48.836584314	2.239135991	1196.45	389	413	119645	réponses par habitant
92009	5.225435159	0.522543516	5.225435159	5.225435159	0	Bois-Colombes-92	Bois-Colombes	48.915336843	2.267385526	283.23	135	148	28323	réponses par habitant
92007	2.162814677	0.216281468	2.162814677	2.162814677	0	Bagneux-92	Bagneux	48.798322987	2.309899952	397.63	85	86	39763	réponses par habitant
92004	2.791574099	0.279157410	2.791574099	2.791574099	0	Asnières-sur-Seine-92	Asnières-sur-Seine	48.915353012	2.288038466	859.73	218	240	85973	réponses par habitant
92002	7.265712908	0.726571291	7.265712908	7.265712908	0	Antony-92	Antony	48.750341260	2.299326810	622.1	425	452	62210	réponses par habitant
91692	2.211677658	0.221167766	2.211677658	2.211677658	0	Les Ulis-91	Les Ulis	48.680321482	2.18518955	248.68	51	55	24868	réponses par habitant
91691	2.151283831	0.215128383	2.151283831	2.151283831	0	Yerres-91	Yerres	48.715721071	2.492730203	288.2	60	62	28820	réponses par habitant
91689	1.172791243	0.117279124	1.172791243	1.172791243	41	Wissous-91	Wissous	48.729450996	2.329032922	76.74	9	9	7674	réponses par habitant
91687	0.294358136	0.029435814	0.294358136	0.294358136	41	Viry-Châtillon-91	Viry-Châtillon	48.669616893	2.373743576	305.75	9	9	30575	réponses par habitant
91685	0.439174352	0.04	0.439174352	0.439174352	48	Villiers-sur-Orge-91	Villiers-sur-Orge	48.658419982	2.299501208	50	2	2	4554	réponses par habitant
91679	8	0.28	8	11.208967174	40	Villiers-le-Bâcle-91	Villiers-le-Bâcle	48.728808086	2.122147025	50	10	14	1249	réponses par habitant
91667	1.150747986	0.115074799	1.150747986	1.150747986	42	Villemoisson-sur-Orge-91	Villemoisson-sur-Orge	48.661310768	2.331088791	69.52	8	8	6952	réponses par habitant
91666	8	0.54	8	11.663066955	23	Villejust-91	Villejust	48.677738238	2.222942831	50	27	27	2315	réponses par habitant
91665	0.537995965	0.053799597	0.537995965	0.537995965	47	La Ville-du-Bois-91	La Ville-du-Bois	48.661019497	2.265034310	74.35	3	4	7435	réponses par habitant
91661	2.291825821	0.229182582	2.291825821	2.291825821	29	Villebon-sur-Yvette-91	Villebon-sur-Yvette	48.695677440	2.235051551	104.72	21	24	10472	réponses par habitant
